Year (year),State Code (state_code),State Name (state_name),District Code (district_code),District Name (district_name),Block Code (block_code),Block Name (block_name),Gram Panchayat Code (gp_code),Gram Panchayat Name (gp_name),Village Code (village_code),Village Name (village_name),Total Population (tot_pop),Male Population (pop_male),Female Population (pop_female),Total Households (tot_hh),Bank (bank),Nearest Bank Distance (bank_distance),Business Correspondent with Internet (bc_w_internet),ATM (atm),Internet / Broadband Facility (internet_bb),Connected To All Weather Road (all_weather_road),Internal Pucca Roads (Cc/ Brick Road) (cc_road),Public Transport (pub_trans),Railway Station (railway),Common Service Centre (csc_avail),Domestic Electricity (elec_domes),Electricity Supply to MSME units (elec_msme),Public Distribution System (pds),Markets (avl_market),Piped Tap Water (tap_water),Telephone Services (telepone),HHs using Clean Energy(LPG/Biogas) (clean_energy_hhs),Solar / Wind Energy For Electrification (solar_wind_elect),HHs with Kuccha Wall and Kuccha Roof (kuccha_hhs),Post Office / Sub-Post Office (po_sub_po),Panchayat Bhawan (panch_bhawan),Public Information Board (pib),Primary School (prim_school),Middle School (middle_school),High School (high_school),Higher / Secondary School (high_second_school),Degree College (degree_clg),Public Library (public_library),Recreational Centre / Sports Playground (rec_sports),Vocational Educational Centre (vocational),Sub Centre (subcentre),Nearest Sub Centre (subcentre_dist),Veterinary Clinic Hospital (veterinary),Nearest Veterinary Clinic (veterinary_dist),Drainage Facilities (drainage),Common Pastures (pcomm_pasture)
"2020","27","Maharashtra","499","Washim","4615","Manora","193519","Rohna","531117","Rohna",1100,579,521,225,false,">10 kms",false,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",false,true,"No","100% habitations covered","Mobile",80,false,150,false,true,"Available but not updated",true,true,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193481","Dhamani","531064","Dhamni Manora",3063,1554,1509,716,true,"Not applicable",false,"No",true,true,"Partially covered","Auto",false,"No","8-12 Hrs",false,true,"Weekly Haat","Not Covered","Both",445,false,67,false,true,"Available and updated",true,true,false,false,false,false,"No",false,"PHC","Not applicable",false,"1-2 kms","Open Pucca Drainage Uncovered",true
"2020","27","Maharashtra","499","Washim","4615","Manora","193529","Somnathnagar","531078","Somnathnagar",1134,577,557,220,false,"1-2 kms",false,"No",false,true,"Not covered","Auto",false,"No","8-12 Hrs",true,true,"No","100% habitations covered","Mobile",135,false,92,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","Open Pucca Drainage Uncovered",true
"2020","27","Maharashtra","499","Washim","4615","Manora","193497","Hivara (Kd)","531131","Hiwara Kh.",1355,695,660,278,false,">10 kms",false,"No",false,true,"Partially covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"No","<50% habitation covered","Mobile",51,false,200,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193464","Abhaykheda","531061","Abhaykheda",1391,721,670,288,false,">10 kms",true,"No",true,true,"Partially covered","Bus",false,"No","8-12 Hrs",false,false,"Weekly Haat","<50% habitation covered","No",205,false,160,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193464","Abhaykheda","531066","Dongargaon",190,110,80,49,false,">10 kms",false,"No",true,false,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"No","only one habitation is covered","No",25,false,20,false,false,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193527","Singdoh","531115","Singdoh",499,266,233,141,false,"5-10 kms",false,"No",false,false,"Not covered","Auto",false,"Separately located","8-12 Hrs",false,false,"No","<50% habitation covered","Mobile",55,false,130,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193527","Singdoh","531116","Shinganapur",1116,584,532,258,false,">10 kms",false,"No",false,true,"Not covered","Auto",false,"Separately located","8-12 Hrs",false,true,"No","<50% habitation covered","Mobile",130,false,60,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193490","Giroli","531127","Giroli",4084,2174,1910,808,true,"Not applicable",true,"No",false,true,"Partially covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"Weekly Haat","50 to 100% habitations covered","Mobile",400,false,42,true,true,"Available and updated",true,true,true,true,false,false,"No",false,"No","5-10 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193504","Khambhala","531130","Vilegaon",815,417,398,149,false,"5-10 kms",false,"No",false,true,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Mobile",38,false,57,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193504","Khambhala","531133","Khambala",963,505,458,231,false,">10 kms",false,"No",false,false,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Mobile",51,false,91,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193531","Soyjana","531086","Soijana",1200,700,500,300,false,"5-10 kms",false,"No",false,true,"Fully covered","Auto",false,"Separately located","8-12 Hrs",true,true,"Weekly Haat","100% habitations covered","Mobile",48,false,108,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",true
"2020","27","Maharashtra","499","Washim","4615","Manora","193476","Chausala","531023","Chausala",1006,521,485,252,false,"2-5 kms",false,"No",false,false,"Partially covered","Auto",false,"Separately located","8-12 Hrs",false,true,"Weekly Haat","50 to 100% habitations covered","Both",201,false,38,false,true,"Available but not updated",true,false,false,false,false,true,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193476","Chausala","531026","Jamni",1,1,0,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193476","Chausala","531027","Dhanora Bhuse",517,279,238,128,false,"5-10 kms",true,"No",false,true,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"No","Not Covered","Both",38,false,68,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",true
"2020","27","Maharashtra","499","Washim","4615","Manora","193476","Chausala","531028","Mahamad Shahapur",1,1,0,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193476","Chausala","531030","Dara",1,1,0,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193476","Chausala","531031","Gartek",1,1,0,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193467","Amakinhi","531088","Wadgaon",1,0,1,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193467","Amakinhi","531104","Kakad Chikhali",1,0,1,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193467","Amakinhi","531109","Wadgaon",404,206,198,112,false,"5-10 kms",false,"No",false,true,"Partially covered","Auto",false,"No","8-12 Hrs",false,true,"No","<50% habitation covered","Mobile",70,false,80,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193467","Amakinhi","531111","Jotibanagar",931,506,425,199,false,"5-10 kms",false,"No",false,true,"Partially covered","Auto",false,"No","8-12 Hrs",false,true,"No","<50% habitation covered","Mobile",50,false,100,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193467","Amakinhi","531112","Amkinhi",1503,750,753,294,false,"5-10 kms",false,"No",false,true,"Partially covered","Auto",false,"No","8-12 Hrs",false,true,"No","50 to 100% habitations covered","Mobile",60,false,30,false,true,"Not Available",true,true,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193513","Mohagavhan","531036","Khandala",831,432,399,201,false,">10 kms",false,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"Weekly Haat","only one habitation is covered","Both",15,false,145,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193513","Mohagavhan","531037","Jamdara",274,144,130,74,false,">10 kms",false,"No",false,false,"Partially covered","Auto",false,"No","8-12 Hrs",false,false,"Weekly Haat","50 to 100% habitations covered","Both",0,false,35,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193513","Mohagavhan","531038","Mohgavhan",888,449,439,227,false,">10 kms",false,"No",false,false,"Not covered","Auto",false,"Separately located","8-12 Hrs",false,false,"Weekly Haat","<50% habitation covered","Both",157,false,153,false,false,"Available but not updated",true,true,false,false,false,false,"No",false,"No","2-5 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193513","Mohagavhan","531039","Terka",1,1,0,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Available but not updated",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193465","Amdari","531137","Amdari",1416,758,658,329,false,"5-10 kms",true,"No",false,false,"Partially covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Mobile",304,false,189,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Pucca Drainage Uncovered",true
"2020","27","Maharashtra","499","Washim","4615","Manora","193484","Dhoni","531136","Dhoni",1613,857,756,437,false,"2-5 kms",false,"No",false,true,"Not covered","Auto",false,"Separately located","8-12 Hrs",false,false,"No","<50% habitation covered","Mobile",81,false,237,false,true,"Available but not updated",true,true,false,false,false,false,"No",false,"No","2-5 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193484","Dhoni","531144","Ujwal Nagar",526,269,257,137,false,"5-10 kms",false,"No",false,true,"Partially covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Mobile",30,false,37,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193487","Gadegaon","531095","Gadegaon",1437,800,637,270,false,"5-10 kms",false,"No",false,false,"Fully covered","Auto",false,"Separately located","8-12 Hrs",false,true,"Weekly Haat","100% habitations covered","Mobile",138,false,83,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193483","Dhvanda","531103","Dhawanda",862,452,410,203,false,"2-5 kms",false,"No",false,false,"Partially covered","Auto",false,"Separately located","8-12 Hrs",false,true,"No","50 to 100% habitations covered","Mobile",62,false,200,false,true,"Not Available",true,true,false,false,false,false,"No",false,"No","2-5 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193483","Dhvanda","531110","Balajinagar",530,292,238,123,false,"2-5 kms",false,"No",false,true,"Partially covered","Auto",false,"No","8-12 Hrs",false,true,"No","100% habitations covered","Mobile",54,false,115,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193514","Palodi","531142","Ranjitnagar",762,391,371,147,false,"5-10 kms",false,"No",false,true,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"No","<50% habitation covered","Mobile",94,false,97,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193514","Palodi","531143","Palodi",2622,1362,1260,625,false,"5-10 kms",false,"No",false,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"No","Not Covered","Mobile",58,false,323,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","1-2 kms",false,"5-10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193500","Januna","531032","Januna (Kh)",923,477,446,292,false,">10 kms",false,"No",false,true,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"No","<50% habitation covered","Both",153,false,151,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193500","Januna","531033","Nainy",272,142,130,99,false,"5-10 kms",false,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"Weekly Haat","50 to 100% habitations covered","Both",53,false,45,false,false,"Not Available",true,true,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193489","Girda","531122","Warda",391,210,181,101,false,">10 kms",false,"No",false,false,"Partially covered","Auto",false,"No","8-12 Hrs",false,false,"Weekly Haat","50 to 100% habitations covered","No",65,false,50,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193489","Girda","531124","Girda",1421,750,671,377,false,">10 kms",false,"No",true,true,"Partially covered","Van",false,"No","8-12 Hrs",false,false,"Mandis","<50% habitation covered","Mobile",95,false,64,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193489","Girda","531125","Kherda",726,380,346,159,false,">10 kms",false,"No",false,false,"Partially covered","Auto",false,"No","8-12 Hrs",false,false,"Mandis","Not Covered","Mobile",78,false,52,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
